"ID (a)" "Genes (b)" "num (c) " "neg|score (d)" "neg|p-value (e) " "neg|fdr (f)" "neg|rank (g)" "neg|goodsgrna (h)" "neg|lfc (i)" "pos|score (j)" "pos|p-value (k)" "pos|fdr (l)" "pos|rank (m)" "pos|goodsgrna (n)" "pos|lfc (o)"
ENSG00000095139 ARCN1 30 0.052673 0.32414 1 4396 13 -0.0093104 0.70362 0.74026 0.904628 15431 9 -0.0093104
ENSG00000103591 AAGAB 30 0.095248 0.46266 1 5782 14 -0.11791 0.70363 0.74026 0.904628 15432 9 -0.11791
ENSG00000127903 ZNF835 30 0.014136 0.14757 1 2617 15 -0.20081 0.70364 0.74026 0.904628 15433 7 -0.20081
ENSG00000111729 CLEC4A 30 0.33839 0.81665 1 10873 9 -0.049351 0.70381 0.74026 0.904628 15434 4 -0.049351
ENSG00000231924 PSG1 30 0.049956 0.31458 1 4291 9 0.018256 0.7039 0.74026 0.904628 15435 8 0.018256
ENSG00000157851 DPYSL5 30 0.010015 0.11476 0.920453 2334 16 -0.15867 0.70418 0.7409 0.905246 15436 7 -0.15867
ENSG00000175899 A2M 30 0.041719 0.27914 1 3962 15 -0.20212 0.70439 0.74162 0.905701 15437 7 -0.20212
ENSG00000165704 HPRT1 30 0.043316 0.28461 1 4036 14 -0.097332 0.70443 0.74162 0.905701 15438 9 -0.097332
ENSG00000146005 PSD2 30 0.081229 0.41521 1 5365 13 -0.13495 0.70445 0.74162 0.905701 15439 8 -0.13495
ENSG00000048342 CC2D2A 30 0.25647 0.74126 1 9465 11 -0.0211 0.70451 0.74162 0.905701 15440 9 -0.0211
ENSG00000198054 DSCR8 24 0.070084 0.35733 1 4966 12 -0.22989 0.7048 0.74919 0.910899 15441 4 -0.22989
ENSG00000187581 COX8C 30 0.013593 0.14456 1 2584 14 -0.064885 0.7048 0.74179 0.905701 15442 8 -0.064885
ENSG00000254709 IGLL5 30 0.070672 0.38019 1 4994 12 -0.20804 0.70489 0.74179 0.905701 15443 7 -0.20804
ENSG00000138246 DNAJC13 30 0.033539 0.24377 1 3607 13 -0.14847 0.70491 0.74179 0.905701 15444 7 -0.14847
ENSG00000125434 SLC25A35 30 0.13793 0.56223 1 6892 11 -0.069363 0.70497 0.74179 0.905701 15445 6 -0.069363
ENSG00000007062 PROM1 30 0.02938 0.22435 1 3412 13 -0.064195 0.70517 0.74179 0.905701 15446 7 -0.064195
ENSG00000139514 SLC7A1 30 0.21059 0.68671 1 8529 12 -0.13933 0.70525 0.74179 0.905701 15447 9 -0.13933
ENSG00000215252 GOLGA8B 24 0.040509 0.24951 1 3919 9 -0.13336 0.70545 0.75071 0.911809 15448 7 -0.13336
ENSG00000108878 CACNG1 30 0.026758 0.21158 1 3302 14 -0.12093 0.70567 0.74194 0.905761 15449 8 -0.12093
ENSG00000198715 GLMP 30 0.18056 0.65356 1 7906 11 -0.11184 0.70576 0.74194 0.905761 15450 9 -0.11184
ENSG00000005884 ITGA3 30 0.00025964 0.0060238 0.118869 951 17 -0.40772 0.70593 0.74208 0.905876 15451 3 -0.40772
ENSG00000103642 LACTB 30 0.0039966 0.052372 0.549802 1786 15 -0.25332 0.70609 0.74222 0.90598 15452 5 -0.25332
ENSG00000099860 GADD45B 30 0.0010164 0.018634 0.276718 1264 16 -0.25167 0.70626 0.74239 0.90601 15453 7 -0.25167
ENSG00000121542 SEC22A 30 0.15758 0.61144 1 7360 13 -0.12495 0.70629 0.74239 0.90601 15454 9 -0.12495
ENSG00000137976 DNASE2B 30 0.21728 0.69582 1 8673 10 -0.080602 0.70632 0.74239 0.90601 15455 8 -0.080602
ENSG00000178462 TUBAL3 28 0.19816 0.66378 1 8281 12 -0.11931 0.70654 0.74987 0.911427 15456 6 -0.11931
ENSG00000083457 ITGAE 30 0.0071937 0.080602 0.725804 2091 16 -0.23356 0.7067 0.74286 0.906301 15457 7 -0.23356
ENSG00000102034 ELF4 30 0.17675 0.64837 1 7812 12 -0.10685 0.70693 0.74286 0.906301 15458 6 -0.10685
ENSG00000075391 RASAL2 30 0.046489 0.30042 1 4165 13 -0.13735 0.70693 0.74286 0.906301 15459 8 -0.13735
ENSG00000169313 P2RY12 30 0.18728 0.65899 1 8050 9 0.014014 0.70698 0.74286 0.906301 15460 8 0.014014
ENSG00000162704 ARPC5 30 0.057916 0.33997 1 4547 13 -0.04373 0.7071 0.74305 0.906301 15461 8 -0.04373
ENSG00000169903 TM4SF4 30 0.23477 0.71649 1 9022 12 -0.11958 0.7073 0.7432 0.906301 15462 7 -0.11958
ENSG00000204897 KRT25 30 0.00069555 0.013649 0.221402 1160 19 -0.32336 0.70733 0.7432 0.906301 15463 4 -0.32336
ENSG00000204619 PPP1R11 30 0.24405 0.72816 1 9216 9 -0.03981 0.70749 0.74349 0.906301 15464 9 -0.03981
ENSG00000274443 C8orf89 30 0.072439 0.39056 1 5056 11 -0.11839 0.70752 0.74349 0.906301 15465 9 -0.11839
ENSG00000067225 PKM 30 0.0038231 0.050254 0.533503 1768 17 -0.31076 0.70754 0.74349 0.906301 15466 8 -0.31076
ENSG00000165185 KIAA1958 30 0.10105 0.47733 1 5979 10 0.029099 0.70758 0.74349 0.906301 15467 8 0.029099
ENSG00000103342 GSPT1 27 0.0057757 0.066476 0.648095 1950 13 -0.18807 0.70765 0.75263 0.913958 15468 5 -0.18807
ENSG00000166963 MAP1A 30 0.026126 0.21012 1 3276 10 0.020536 0.7078 0.74349 0.906301 15469 6 0.020536
ENSG00000186810 CXCR3 30 0.0016313 0.026403 0.354508 1398 16 -0.28932 0.70787 0.74349 0.906301 15470 7 -0.28932
ENSG00000134152 KATNBL1 30 0.072601 0.39076 1 5059 12 -0.039364 0.70802 0.74349 0.906301 15471 6 -0.039364
ENSG00000104205 SGK3 6 0.18078 0.40224 1 7912 2 -0.052824 0.70802 0.68479 0.860335 15472 1 -0.052824
ENSG00000107020 PLGRKT 30 0.020236 0.17935 1 2957 14 -0.063742 0.70803 0.74349 0.906301 15473 7 -0.063742
ENSG00000176732 PFN4 30 0.22001 0.70014 1 8729 11 -0.10774 0.7083 0.74349 0.906301 15474 6 -0.10774
ENSG00000128590 DNAJB9 30 0.14191 0.57522 1 6985 13 -0.078852 0.70831 0.74349 0.906301 15475 7 -0.078852
ENSG00000138061 CYP1B1 30 0.041603 0.27914 1 3960 14 -0.16132 0.70844 0.74365 0.906433 15476 9 -0.16132
ENSG00000198838 RYR3 30 0.00099385 0.018492 0.274907 1262 14 -0.20233 0.70877 0.74423 0.906799 15477 5 -0.20233
ENSG00000152527 PLEKHH2 30 0.21961 0.6996 1 8716 11 -0.070764 0.70882 0.74423 0.906799 15478 9 -0.070764
ENSG00000132915 PDE6A 30 0.016778 0.16054 1 2779 16 -0.19652 0.70886 0.74423 0.906799 15479 6 -0.19652
ENSG00000174915 PTDSS2 30 0.6037 0.94737 1 14419 8 -0.041702 0.70888 0.74423 0.906799 15480 8 -0.041702
ENSG00000164674 SYTL3 30 0.0023561 0.033814 0.412878 1539 16 -0.29667 0.70905 0.74442 0.906914 15481 4 -0.29667
ENSG00000184887 BTBD6 30 0.03252 0.2394 1 3564 12 -0.054067 0.70909 0.74442 0.906914 15482 8 -0.054067
ENSG00000133687 TMTC1 30 0.015837 0.15639 1 2722 15 -0.15815 0.70914 0.7458 0.908233 15483 8 -0.15815
ENSG00000092929 UNC13D 30 1.16E-07 4.46E-06 0.00032 262 19 -0.3209 0.7092 0.7458 0.908233 15484 5 -0.3209
ENSG00000133665 DYDC2 30 0.7957 0.98523 1 16235 6 -0.015592 0.70944 0.7458 0.908233 15485 9 -0.015592
ENSG00000117791 Mar-02 30 0.27115 0.75894 1 9724 11 -0.066748 0.70973 0.74599 0.908233 15486 4 -0.066748
ENSG00000144749 LRIG1 30 0.27051 0.75825 1 9713 10 -0.047804 0.70976 0.74599 0.908233 15487 7 -0.047804
ENSG00000167083 GNGT2 30 2.69E-06 0.00012255 0.005504 419 18 -0.45289 0.70981 0.74599 0.908233 15488 7 -0.45289
ENSG00000157992 KRTCAP3 30 0.002306 0.033426 0.409733 1531 18 -0.2512 0.70988 0.74599 0.908233 15489 6 -0.2512
ENSG00000148459 PDSS1 30 0.0057487 0.067946 0.655651 1948 9 -0.062362 0.70994 0.74599 0.908233 15490 8 -0.062362
ENSG00000066923 STAG3 30 0.074949 0.39938 1 5142 13 -0.17615 0.70999 0.74599 0.908233 15491 7 -0.17615
ENSG00000135083 CCNJL 30 0.18368 0.65593 1 7980 12 -0.15817 0.71006 0.74599 0.908233 15492 9 -0.15817
ENSG00000012223 LTF 30 0.34667 0.8229 1 11003 11 -0.071793 0.71033 0.74629 0.908544 15493 9 -0.071793
ENSG00000115806 GORASP2 30 0.16599 0.63154 1 7546 10 -0.046076 0.71043 0.74646 0.908567 15494 9 -0.046076
ENSG00000165168 CYBB 30 0.094433 0.46041 1 5752 6 -0.040856 0.71053 0.74646 0.908567 15495 5 -0.040856
ENSG00000261649 GOLGA6L7 30 0.32212 0.80534 1 10640 9 -0.039173 0.7107 0.74646 0.908567 15496 9 -0.039173
ENSG00000151353 TMEM18 30 0.021512 0.1888 1 3031 13 -0.12159 0.71087 0.74674 0.908795 15497 9 -0.12159
ENSG00000104549 SQLE 30 0.016802 0.16067 1 2780 14 -0.15713 0.71093 0.74674 0.908795 15498 7 -0.15713
ENSG00000069667 RORA 24 0.291 0.75031 1 10099 9 -0.067923 0.71101 0.75771 0.918233 15499 7 -0.067923
ENSG00000147100 SLC16A2 30 0.02184 0.18995 1 3049 14 -0.17537 0.71172 0.74783 0.909907 15500 8 -0.17537
ENSG00000157766 ACAN 30 0.00042922 0.0090857 0.162312 1054 14 -0.17156 0.71177 0.74783 0.909907 15501 5 -0.17156
ENSG00000185917 SETD4 30 0.32911 0.8099 1 10738 11 -0.075619 0.71186 0.74783 0.909907 15502 7 -0.075619
ENSG00000205683 DPF3 30 0.25151 0.73563 1 9370 11 -0.083608 0.71209 0.74801 0.909907 15503 7 -0.083608
ENSG00000198225 FKBP1C 30 0.0039572 0.052184 0.549014 1776 15 -0.16476 0.71213 0.74801 0.909907 15504 7 -0.16476
ENSG00000159495 TGM7 30 0.0010252 0.018714 0.277333 1267 17 -0.39869 0.71214 0.74801 0.909907 15505 7 -0.39869
ENSG00000132911 NMUR2 30 0.0045009 0.057466 0.586954 1842 17 -0.30065 0.71214 0.74801 0.909907 15506 8 -0.30065
ENSG00000015133 CCDC88C 30 0.13269 0.55083 1 6756 12 -0.10681 0.71219 0.74818 0.909907 15507 7 -0.10681
ENSG00000186910 SERPINA11 30 0.0017545 0.027633 0.363523 1427 18 -0.30189 0.71224 0.74818 0.909907 15508 5 -0.30189
ENSG00000198590 C3orf35 30 0.0081428 0.090434 0.778253 2183 15 -0.20653 0.7123 0.74818 0.909907 15509 9 -0.20653
ENSG00000185304 RGPD2 24 0.02983 0.20708 1 3427 9 -0.021972 0.71231 0.7581 0.918588 15510 7 -0.021972
ENSG00000172728 FUT10 30 0.63315 0.95359 1 14709 8 0.0060972 0.71236 0.74833 0.909907 15511 9 0.0060972
ENSG00000173890 GPR160 30 0.65748 0.95903 1 14962 8 -0.022176 0.71247 0.74833 0.909907 15512 8 -0.022176
ENSG00000188994 ZNF292 30 0.49198 0.90524 1 12998 10 -0.038974 0.7125 0.74833 0.909907 15513 9 -0.038974
ENSG00000061987 MON2 30 0.0035907 0.048289 0.520891 1736 16 -0.30754 0.71251 0.74833 0.909907 15514 6 -0.30754
ENSG00000164796 CSMD3 30 0.052931 0.32529 1 4402 10 -0.069165 0.71279 0.74985 0.911427 15515 8 -0.069165
ENSG00000212658 KRTAP29-1 30 0.00015165 0.003756 0.084117 837 18 -0.34491 0.71299 0.74985 0.911427 15516 5 -0.34491
ENSG00000139597 N4BP2L1 30 0.004632 0.058498 0.593312 1855 15 -0.18875 0.7132 0.75001 0.911427 15517 9 -0.18875
ENSG00000174827 PDZK1 30 0.14898 0.59045 1 7155 13 -0.12722 0.71329 0.75001 0.911427 15518 8 -0.12722
ENSG00000153234 NR4A2 30 0.001163 0.020561 0.298604 1291 16 -0.18926 0.71358 0.75001 0.911427 15519 7 -0.18926
ENSG00000134873 CLDN10 30 0.49503 0.90628 1 13042 9 -0.036173 0.71359 0.75001 0.911427 15520 7 -0.036173
ENSG00000143727 ACP1 30 0.10658 0.48898 1 6125 12 -0.026212 0.71377 0.7503 0.911488 15521 9 -0.026212
ENSG00000169548 ZNF280A 30 0.00043157 0.0090956 0.162336 1056 10 -0.027017 0.7138 0.7503 0.911488 15522 6 -0.027017
ENSG00000101266 CSNK2A1 30 0.00016443 0.0040121 0.087897 858 18 -0.33994 0.71384 0.7503 0.911488 15523 4 -0.33994
ENSG00000182508 LHFPL1 30 0.004385 0.056318 0.578036 1832 15 -0.22242 0.71384 0.7503 0.911488 15524 8 -0.22242
ENSG00000050393 MCUR1 30 0.56998 0.93791 1 14022 10 -0.049239 0.71401 0.7503 0.911488 15525 8 -0.049239
ENSG00000159202 UBE2Z 30 0.012202 0.13144 0.984734 2499 15 -0.23836 0.71428 0.75048 0.911588 15526 9 -0.23836
ENSG00000165156 ZHX1 30 0.27229 0.76019 1 9748 10 -0.09966 0.71431 0.75048 0.911588 15527 9 -0.09966
ENSG00000133302 SLF1 30 0.043192 0.28384 1 4031 8 0.044083 0.7148 0.75263 0.913958 15528 9 0.044083
ENSG00000179083 FAM133A 30 0.0012534 0.021801 0.31277 1306 18 -0.31001 0.71495 0.75263 0.913958 15529 7 -0.31001
ENSG00000156509 FBXO43 30 0.0039949 0.052372 0.549802 1785 17 -0.28198 0.71518 0.75322 0.914173 15530 5 -0.28198
ENSG00000180113 TDRD6 30 0.19409 0.66812 1 8202 10 -0.10053 0.71528 0.75322 0.914173 15531 7 -0.10053
ENSG00000141736 ERBB2 30 0.0001131 0.0030333 0.072618 786 19 -0.4129 0.71562 0.75322 0.914173 15532 3 -0.4129
ENSG00000122912 SLC25A16 30 0.19 0.66287 1 8112 11 -0.03743 0.71568 0.75322 0.914173 15533 9 -0.03743
ENSG00000229549 TSPY8 8 0.13684 0.38847 1 6866 4 -0.17711 0.71591 0.70845 0.878116 15534 1 -0.17711
ENSG00000103723 AP3B2 30 0.023204 0.19569 1 3114 13 -0.14928 0.71595 0.75322 0.914173 15535 7 -0.14928
ENSG00000163017 ACTG2 30 0.049011 0.31262 1 4256 11 -0.095677 0.71597 0.75322 0.914173 15536 5 -0.095677
ENSG00000187690 CXorf67 30 0.11074 0.49895 1 6221 12 -0.081829 0.71628 0.75334 0.914173 15537 7 -0.081829
ENSG00000122824 NUDT10 24 0.23889 0.69104 1 9097 9 -0.066863 0.71633 0.76245 0.922141 15538 6 -0.066863
ENSG00000242852 ZNF709 30 0.062833 0.35361 1 4734 12 -0.064196 0.71634 0.75334 0.914173 15539 9 -0.064196
ENSG00000204482 LST1 30 0.20757 0.68407 1 8467 10 -0.030265 0.71638 0.75334 0.914173 15540 7 -0.030265
ENSG00000105675 ATP4A 30 0.054306 0.33136 1 4447 14 -0.15379 0.71641 0.75334 0.914173 15541 3 -0.15379
ENSG00000165509 MAGEC3 30 0.024821 0.20437 1 3203 12 -0.055373 0.71652 0.75334 0.914173 15542 7 -0.055373
ENSG00000134028 ADAMDEC1 30 0.4734 0.89756 1 12792 8 0.022913 0.71697 0.75553 0.916621 15543 9 0.022913
ENSG00000070018 LRP6 30 0.74944 0.97893 1 15827 6 0.060044 0.71706 0.75571 0.916621 15544 9 0.060044
ENSG00000267060 PTGES3L 12 1.19E-05 0.00018789 0.007688 534 9 -0.80415 0.71712 0.74999 0.911427 15545 3 -0.80415
ENSG00000012817 KDM5D 30 0.021679 0.1893 1 3041 15 -0.18087 0.7172 0.75583 0.916621 15546 9 -0.18087
ENSG00000181472 ZBTB2 30 0.1691 0.63594 1 7616 8 -0.067953 0.71727 0.75599 0.916621 15547 7 -0.067953
ENSG00000172794 RAB37 30 0.00050007 0.010248 0.17835 1082 15 -0.25113 0.71739 0.75599 0.916621 15548 3 -0.25113
ENSG00000246922 UBAP1L 30 0.065052 0.36027 1 4815 12 -0.055094 0.7174 0.75599 0.916621 15549 8 -0.055094
ENSG00000232810 TNF 30 0.4714 0.89687 1 12771 10 -0.027373 0.71744 0.75599 0.916621 15550 9 -0.027373
ENSG00000240432 KRTAP13-3 30 0.28614 0.77594 1 10020 11 -0.099091 0.71749 0.75599 0.916621 15551 9 -0.099091
ENSG00000145029 NICN1 30 0.55237 0.93188 1 13801 10 -0.060983 0.71756 0.75599 0.916621 15552 7 -0.060983
ENSG00000172172 MRPL13 30 0.38265 0.84761 1 11557 10 -0.012656 0.71764 0.75599 0.916621 15553 7 -0.012656
ENSG00000071242 RPS6KA2 30 0.18731 0.65899 1 8051 11 -0.055153 0.71767 0.75599 0.916621 15554 9 -0.055153
ENSG00000164733 CTSB 30 0.077672 0.40649 1 5231 12 -0.14098 0.71769 0.75599 0.916621 15555 8 -0.14098
ENSG00000128422 KRT17 30 0.00049935 0.010248 0.17835 1080 19 -0.46194 0.71792 0.75599 0.916621 15556 3 -0.46194
ENSG00000198535 C2CD4A 30 0.0015715 0.025602 0.34695 1383 17 -0.41878 0.71798 0.75636 0.917011 15557 8 -0.41878
ENSG00000143621 ILF2 30 0.028369 0.21962 1 3374 13 -0.20554 0.71823 0.75692 0.917556 15558 7 -0.20554
ENSG00000044446 PHKA2 30 0.049991 0.31458 1 4294 14 -0.18833 0.71827 0.75693 0.917556 15559 7 -0.18833
ENSG00000094796 KRT31 30 3.58E-05 0.0011221 0.032667 647 20 -0.40167 0.71828 0.7571 0.917556 15560 5 -0.40167
ENSG00000213949 ITGA1 30 0.037842 0.26527 1 3798 14 -0.18701 0.71833 0.7571 0.917556 15561 7 -0.18701
ENSG00000131864 USP29 30 0.08346 0.41969 1 5447 11 -0.057517 0.71848 0.7571 0.917556 15562 8 -0.057517
ENSG00000119862 LGALSL 30 0.031598 0.2353 1 3516 10 -0.017282 0.71864 0.7571 0.917556 15563 8 -0.017282
ENSG00000116857 TMEM9 30 0.015822 0.15639 1 2721 15 -0.16861 0.71909 0.75807 0.918588 15564 6 -0.16861
ENSG00000255112 CHMP1B 30 0.53969 0.92672 1 13620 9 -0.045225 0.71972 0.75886 0.919403 15565 8 -0.045225
ENSG00000003436 TFPI 30 0.25678 0.74126 1 9470 12 -0.074292 0.71991 0.75896 0.919403 15566 7 -0.074292
ENSG00000136152 COG3 30 0.16042 0.61986 1 7421 12 -0.19641 0.72007 0.75896 0.919403 15567 9 -0.19641
ENSG00000183864 TOB2 30 0.032391 0.23864 1 3558 15 -0.22241 0.7202 0.75896 0.919403 15568 6 -0.22241
ENSG00000176749 CDK5R1 30 1.05E-07 4.20E-06 0.000306 259 18 -0.45857 0.72026 0.75908 0.919488 15569 4 -0.45857
ENSG00000148429 USP6NL 24 0.10068 0.44312 1 5968 9 -0.030808 0.7207 0.76612 0.925104 15570 6 -0.030808
ENSG00000123106 CCDC91 30 0.1563 0.60228 1 7330 12 -0.10295 0.72094 0.76036 0.920621 15571 7 -0.10295
ENSG00000147869 CER1 30 0.22581 0.7068 1 8845 12 -0.088176 0.72115 0.76036 0.920621 15572 6 -0.088176
ENSG00000120242 IFNA8 30 0.71937 0.97344 1 15573 6 0.039435 0.72129 0.76036 0.920621 15573 8 0.039435
ENSG00000162385 MAGOH 30 0.0052148 0.06393 0.630771 1907 12 -0.11719 0.72132 0.76036 0.920621 15574 7 -0.11719
ENSG00000226650 KIF4B 30 0.053899 0.32837 1 4438 14 -0.12932 0.72133 0.76036 0.920621 15575 9 -0.12932
ENSG00000255374 TAS2R43 30 0.078605 0.40937 1 5266 13 -0.099837 0.7215 0.76036 0.920621 15576 7 -0.099837
ENSG00000132963 POMP 30 0.024346 0.20207 1 3178 15 -0.32093 0.72166 0.76036 0.920621 15577 5 -0.32093
ENSG00000179813 FAM216B 29 0.60876 0.94563 1 14480 9 0.02469 0.72167 0.76738 0.926213 15578 9 0.02469
ENSG00000197008 ZNF138 30 0.82263 0.98879 1 16517 7 0.019183 0.72177 0.76049 0.92072 15579 8 0.019183
ENSG00000152219 ARL14EP 30 0.38667 0.85104 1 11618 11 0.020923 0.72195 0.76104 0.921032 15580 7 0.020923
ENSG00000263429 TMEM238L 30 0.080378 0.41329 1 5336 11 -0.12526 0.72199 0.76104 0.921032 15581 5 -0.12526
ENSG00000187944 C2orf66 30 0.33626 0.815 1 10842 11 -0.088604 0.722 0.76104 0.921032 15582 9 -0.088604
ENSG00000197594 ENPP1 30 0.27656 0.76612 1 9834 11 -0.12821 0.72201 0.76104 0.921032 15583 7 -0.12821
ENSG00000170175 CHRNB1 30 0.11245 0.50263 1 6261 9 -0.036256 0.72208 0.76104 0.921032 15584 9 -0.036256
ENSG00000102081 FMR1 30 0.054511 0.3315 1 4451 10 -0.0088161 0.72216 0.76104 0.921032 15585 9 -0.0088161
ENSG00000166855 CLPX 30 0.00068439 0.013455 0.219384 1154 18 -0.50865 0.72234 0.76151 0.921238 15586 6 -0.50865
ENSG00000088808 PPP1R13B 30 0.067612 0.36675 1 4895 13 -0.093332 0.72243 0.76151 0.921238 15587 9 -0.093332
ENSG00000111728 ST8SIA1 30 0.074155 0.39597 1 5119 12 -0.10875 0.72244 0.76151 0.921238 15588 6 -0.10875
ENSG00000082258 CCNT2 30 5.81E-06 0.0002102 0.008351 473 17 -0.2863 0.72246 0.76151 0.921238 15589 5 -0.2863
ENSG00000143479 DYRK3 30 0.049777 0.31438 1 4285 9 -0.076718 0.72258 0.76151 0.921238 15590 7 -0.076718
ENSG00000204514 ZNF814 30 0.044855 0.29147 1 4099 12 -0.04151 0.72274 0.76151 0.921238 15591 9 -0.04151
ENSG00000165071 TMEM71 30 0.012404 0.13275 0.991049 2508 12 -0.076997 0.72294 0.76165 0.921238 15592 9 -0.076997
ENSG00000205846 CLEC6A 30 0.46633 0.89504 1 12702 10 -0.042061 0.72298 0.76165 0.921238 15593 8 -0.042061
ENSG00000115042 FAHD2A 30 0.71617 0.97268 1 15542 5 0.016779 0.72301 0.76165 0.921238 15594 9 0.016779
ENSG00000169567 HINT1 30 0.080126 0.41226 1 5326 13 -0.084504 0.72313 0.76315 0.922863 15595 7 -0.084504
ENSG00000113441 LNPEP 30 0.16792 0.63461 1 7589 10 0.017583 0.72319 0.76329 0.922863 15596 7 0.017583
ENSG00000143340 FAM163A 30 0.048407 0.31097 1 4233 14 -0.19755 0.72325 0.76329 0.922863 15597 4 -0.19755
ENSG00000186912 P2RY4 30 0.28306 0.77125 1 9961 11 -0.093345 0.72342 0.76329 0.922863 15598 8 -0.093345
ENSG00000203950 RTL8A 30 0.059009 0.34281 1 4585 14 -0.084028 0.7237 0.76343 0.922863 15599 9 -0.084028
ENSG00000010704 HFE 30 0.052741 0.32447 1 4399 14 -0.16689 0.7237 0.76343 0.922863 15600 9 -0.16689
ENSG00000100968 NFATC4 30 0.47481 0.89806 1 12810 8 -0.016919 0.72385 0.76344 0.922863 15601 8 -0.016919
ENSG00000163166 IWS1 30 6.13E-05 0.0019112 0.05071 707 18 -0.42995 0.72399 0.76344 0.922863 15602 8 -0.42995
ENSG00000173626 TRAPPC3L 30 0.12798 0.54229 1 6642 13 0.01141 0.72424 0.76402 0.923391 15603 9 0.01141
ENSG00000108839 ALOX12 30 0.086343 0.43172 1 5521 11 -0.042704 0.72428 0.76402 0.923391 15604 9 -0.042704
ENSG00000110675 ELMOD1 30 0.68559 0.96514 1 15243 6 0.033263 0.72431 0.76402 0.923391 15605 8 0.033263
ENSG00000038382 TRIO 24 0.11189 0.47454 1 6249 9 -0.0079008 0.72436 0.76943 0.927434 15606 7 -0.0079008
ENSG00000164265 SCGB3A2 30 0.02407 0.20068 1 3169 12 -0.027659 0.72439 0.76415 0.923489 15607 8 -0.027659
ENSG00000226479 TMEM185B 30 0.0071394 0.080412 0.725804 2081 13 -0.14136 0.72447 0.76484 0.924269 15608 8 -0.14136
ENSG00000198846 TOX 30 0.13073 0.5471 1 6715 12 -0.056678 0.72478 0.7654 0.924468 15609 6 -0.056678
ENSG00000140287 HDC 30 0.030368 0.22765 1 3445 15 -0.23765 0.72491 0.7654 0.924468 15610 6 -0.23765
ENSG00000197415 VEPH1 30 0.16523 0.63063 1 7530 8 0.0045621 0.72496 0.7654 0.924468 15611 9 0.0045621
ENSG00000013573 DDX11 30 0.85108 0.99213 1 16775 6 0.004079 0.72511 0.7654 0.924468 15612 8 0.004079
ENSG00000169756 LIMS1 30 3.98E-05 0.0013223 0.038027 654 15 -0.36562 0.72522 0.7654 0.924468 15613 7 -0.36562
ENSG00000278662 GOLGA6L10 18 0.42476 0.82484 1 12180 6 -0.019932 0.72542 0.76537 0.924468 15614 4 -0.019932
ENSG00000185049 NELFA 30 0.00019747 0.0047637 0.100747 888 16 -0.35368 0.72549 0.7654 0.924468 15615 7 -0.35368
ENSG00000145088 EAF2 30 0.034703 0.2513 1 3662 12 -0.10701 0.72554 0.7654 0.924468 15616 9 -0.10701
ENSG00000156697 UTP14A 30 2.26E-05 0.00074185 0.023761 588 19 -0.51047 0.72559 0.76556 0.924599 15617 5 -0.51047
ENSG00000151923 TIAL1 30 0.16722 0.6337 1 7565 10 -0.044487 0.72585 0.7658 0.924775 15618 8 -0.044487
ENSG00000143627 PKLR 30 0.085619 0.42938 1 5506 14 -0.19864 0.72603 0.7658 0.924775 15619 6 -0.19864
ENSG00000174450 GOLGA6L2 30 0.0055223 0.066589 0.64819 1928 17 -0.25555 0.72658 0.76675 0.925682 15620 9 -0.25555
ENSG00000133704 IPO8 30 0.15049 0.59212 1 7195 11 -0.20111 0.72664 0.76675 0.925682 15621 4 -0.20111
ENSG00000107611 CUBN 30 0.017163 0.16198 1 2797 15 -0.13213 0.72683 0.7669 0.925682 15622 8 -0.13213
ENSG00000166535 A2ML1 30 0.058854 0.34265 1 4580 13 -0.09087 0.72683 0.7669 0.925682 15623 7 -0.09087
ENSG00000181036 FCRL6 30 0.21671 0.6951 1 8655 10 -0.052045 0.72685 0.7669 0.925682 15624 9 -0.052045
ENSG00000164949 GEM 30 0.0036504 0.048458 0.520891 1743 15 -0.25806 0.72685 0.7669 0.925682 15625 8 -0.25806
ENSG00000162892 IL24 30 0.22509 0.70584 1 8828 12 -0.072735 0.72695 0.76818 0.9267 15626 7 -0.072735
ENSG00000183475 ASB7 30 0.050471 0.31584 1 4315 13 -0.21083 0.72699 0.76818 0.9267 15627 8 -0.21083
ENSG00000198730 CTR9 30 3.07E-10 2.62E-07 2.40E-05 137 23 -0.89299 0.72705 0.76818 0.9267 15628 4 -0.89299
ENSG00000150051 MKX 30 0.022655 0.19243 1 3089 13 -0.14984 0.72707 0.76818 0.9267 15629 8 -0.14984
ENSG00000275896 PRSS2 30 0.82401 0.98901 1 16525 7 0.044196 0.72714 0.76818 0.9267 15630 9 0.044196
ENSG00000187855 ASCL4 30 0.080972 0.41425 1 5353 14 -0.1302 0.72718 0.76818 0.9267 15631 7 -0.1302
ENSG00000159596 TMEM69 30 0.32018 0.80365 1 10604 11 0.0049137 0.72747 0.76818 0.9267 15632 9 0.0049137
ENSG00000139946 PELI2 30 0.39807 0.85653 1 11796 8 0.0049884 0.72752 0.76818 0.9267 15633 9 0.0049884
ENSG00000109956 B3GAT1 30 0.32933 0.81025 1 10741 8 -0.041785 0.72762 0.76834 0.926701 15634 8 -0.041785
ENSG00000176927 EFCAB5 30 6.97E-06 0.00026006 0.010033 488 20 -0.35959 0.72764 0.76834 0.926701 15635 5 -0.35959
ENSG00000122145 TBX22 27 0.15791 0.60185 1 7365 12 -0.18666 0.72774 0.77123 0.928165 15636 7 -0.18666
ENSG00000164758 MED30 30 0.00051326 0.010532 0.182441 1086 14 -0.27241 0.72779 0.76834 0.926701 15637 7 -0.27241
